Reaction,Tinit_NHBE_H,Tinit_293T_H,Tinit_A549_H,Tinit_CALU_H,Tinit_Lung_H,Tinit_NHBE_I,Tinit_293T_I,Tinit_A549_I,Tinit_CALU_I,Tinit_Lung_I
HMR_0310,1,1,1,1,0,1,0,1,1,0
HMR_0312,1,1,1,1,1,1,1,1,1,1
HMR_0313,1,1,1,1,1,1,1,1,1,1
HMR_0314,1,1,1,1,0,1,0,1,1,0
HMR_0318,1,1,1,1,1,1,1,1,1,1
HMR_0319,1,1,1,1,1,1,1,1,1,1
HMR_0320,1,1,1,1,0,1,0,1,1,0
HMR_0322,1,1,1,1,1,1,1,1,1,1
HMR_0323,1,1,1,1,1,1,1,1,1,1
HMR_0324,1,1,1,1,0,1,0,1,1,0
HMR_0326,1,1,1,1,1,1,1,1,1,1
HMR_0327,1,1,1,1,1,1,1,1,1,1
HMR_0328,1,1,1,1,0,1,0,1,1,0
HMR_0330,1,1,1,1,1,1,1,1,1,1
HMR_0331,1,1,1,1,1,1,1,1,1,1
HMR_0332,1,1,1,1,0,1,0,1,1,0
HMR_0336,1,1,1,1,1,1,1,1,1,1
HMR_0337,1,1,1,1,1,1,1,1,1,1
HMR_0338,1,1,1,1,0,1,0,1,1,0
HMR_0340,1,1,1,1,1,1,1,1,1,1
HMR_0341,1,1,1,1,1,1,1,1,1,1
HMR_0342,1,1,1,1,0,1,0,1,1,0
HMR_0344,1,1,1,1,1,1,1,1,1,1
HMR_0345,1,1,1,1,1,1,1,1,1,1
HMR_0346,1,1,1,1,0,1,0,1,1,0
HMR_0348,1,1,1,1,1,1,1,1,1,1
HMR_0349,1,1,1,1,1,1,1,1,1,1
HMR_0350,1,1,1,1,0,1,0,1,1,0
HMR_0352,1,1,1,1,1,1,1,1,1,1
HMR_0353,1,1,1,1,1,1,1,1,1,1
HMR_0354,1,1,1,1,0,1,0,1,1,0
HMR_0356,1,1,1,1,1,1,1,1,1,1
HMR_0357,1,1,1,1,1,1,1,1,1,1
HMR_0358,1,1,1,1,0,1,0,1,1,0
HMR_0360,1,1,1,1,1,1,1,1,1,1
HMR_0361,1,1,1,1,1,1,1,1,1,1
HMR_0362,1,1,1,1,0,1,0,1,1,0
HMR_0364,1,1,1,1,1,1,1,1,1,1
HMR_0365,1,1,1,1,1,1,1,1,1,1
HMR_0366,1,1,1,1,0,1,0,1,1,0
HMR_0368,1,1,1,1,1,1,1,1,1,1
HMR_0369,1,1,1,1,1,1,1,1,1,1
HMR_0370,1,1,1,1,0,1,0,1,1,0
HMR_0372,1,1,1,1,1,1,1,1,1,1
HMR_0373,1,1,1,1,1,1,1,1,1,1
HMR_0374,1,1,1,1,0,1,0,1,1,0
HMR_0376,1,1,1,1,1,1,1,1,1,1
HMR_0377,1,1,1,1,1,1,1,1,1,1
HMR_0378,1,1,1,1,0,1,0,1,1,0
HMR_0380,1,1,1,1,1,1,1,1,1,1
HMR_0381,1,1,1,1,1,1,1,1,1,1
HMR_0382,1,1,1,1,0,1,0,1,1,0
HMR_0384,1,1,1,1,1,1,1,1,1,1
HMR_0385,1,1,1,1,1,1,1,1,1,1
HMR_0386,1,1,1,1,0,1,0,1,1,0
HMR_0388,1,1,1,1,1,1,1,1,1,1
HMR_0389,1,1,1,1,1,1,1,1,1,1
HMR_0390,1,1,1,1,0,1,0,1,1,0
HMR_0392,1,1,1,1,1,1,1,1,1,1
HMR_0393,1,1,1,1,1,1,1,1,1,1
HMR_0394,1,1,1,1,0,1,0,1,1,0
HMR_0396,1,1,1,1,1,1,1,1,1,1
HMR_0397,1,1,1,1,1,1,1,1,1,1
HMR_0398,1,1,1,1,0,1,0,1,1,0
HMR_0400,1,1,1,1,1,1,1,1,1,1
HMR_0401,1,1,1,1,1,1,1,1,1,1
HMR_0402,1,1,1,1,0,1,0,1,1,0
HMR_0404,1,1,1,1,1,1,1,1,1,1
HMR_0405,1,1,1,1,1,1,1,1,1,1
HMR_0406,1,1,1,1,0,1,0,1,1,0
HMR_0408,1,1,1,1,1,1,1,1,1,1
HMR_0409,1,1,1,1,1,1,1,1,1,1
HMR_0410,1,1,1,1,0,1,0,1,1,0
HMR_0412,1,1,1,1,1,1,1,1,1,1
HMR_0413,1,1,1,1,1,1,1,1,1,1
HMR_0414,1,1,1,1,0,1,0,1,1,0
HMR_0416,1,1,1,1,1,1,1,1,1,1
HMR_0417,1,1,1,1,1,1,1,1,1,1
HMR_0418,1,1,1,1,0,1,0,1,1,0
HMR_0420,1,1,1,1,1,1,1,1,1,1
HMR_0421,1,1,1,1,1,1,1,1,1,1
HMR_0422,1,1,1,1,0,1,0,1,1,0
HMR_0424,1,1,1,1,1,1,1,1,1,1
HMR_0425,1,1,1,1,1,1,1,1,1,1
HMR_0426,1,1,1,1,0,1,0,1,1,0
HMR_0428,1,1,1,1,1,1,1,1,1,1
HMR_0429,1,1,1,1,1,1,1,1,1,1
HMR_0430,1,1,1,1,0,1,0,1,1,0
HMR_0432,1,1,1,1,1,1,1,1,1,1
HMR_0433,1,1,1,1,1,1,1,1,1,1
HMR_0434,1,1,1,1,0,1,0,1,1,0
HMR_0436,1,1,1,1,1,1,1,1,1,1
HMR_0437,1,1,1,1,1,1,1,1,1,1
HMR_0438,1,1,1,1,0,1,0,1,1,0
HMR_0444,1,0,0,0,1,1,0,0,0,0
HMR_0446,1,1,1,1,1,1,1,1,1,1
HMR_0448,0,0,0,0,1,0,0,0,0,1
HMR_0450,0,1,1,1,1,0,0,0,1,1
HMR_0453,1,1,1,1,1,1,1,1,1,1
HMR_0456,1,1,1,1,1,1,1,1,1,1
HMR_0458,1,1,1,1,1,1,1,1,1,1
HMR_0459,1,1,1,1,1,1,1,1,1,1
HMR_0461,1,0,0,0,0,0,0,0,0,0
HMR_0464,0,0,0,1,0,0,0,1,0,0
HMR_0466,1,0,0,0,0,0,0,0,0,0
HMR_0467,0,0,0,0,0,0,0,0,1,1
HMR_0468,1,0,1,1,1,1,0,1,1,1
HMR_0478,0,0,0,1,0,0,0,0,0,0
HMR_0481,0,1,0,0,0,0,0,0,0,0
HMR_0486,1,1,1,1,1,1,1,1,1,0
HMR_0487,1,1,1,1,1,1,1,1,1,0
HMR_0488,1,1,1,1,1,1,1,1,1,0
HMR_0489,1,1,1,1,1,1,1,1,1,0
HMR_0490,1,1,1,1,1,1,1,1,1,0
HMR_0491,1,1,1,1,1,1,1,1,1,0
HMR_0492,1,1,1,1,1,1,1,1,1,0
HMR_0493,1,1,1,1,1,1,1,1,1,0
HMR_0494,1,1,1,1,1,1,1,1,1,0
HMR_0495,1,1,1,1,1,1,1,1,1,0
HMR_0496,1,1,1,1,1,1,1,1,1,0
HMR_0497,1,1,1,1,1,1,1,1,1,0
HMR_0498,1,1,1,1,1,1,1,1,1,0
HMR_0499,1,1,1,1,1,1,1,1,1,0
HMR_0500,1,1,1,1,1,1,1,1,1,0
HMR_0501,1,1,1,1,1,1,1,1,1,0
HMR_0502,1,1,1,1,1,1,1,1,1,0
HMR_0503,1,1,1,1,1,1,1,1,1,0
HMR_0504,1,1,1,1,1,1,1,1,1,0
HMR_0505,1,1,1,1,1,1,1,1,1,0
HMR_0506,1,1,1,1,1,1,1,1,1,0
HMR_0507,1,1,1,1,1,1,1,1,1,0
HMR_0508,1,1,1,1,1,1,1,1,1,0
HMR_0509,1,1,1,1,1,1,1,1,1,0
HMR_0510,1,1,1,1,1,1,1,1,1,0
HMR_0511,1,1,1,1,1,1,1,1,1,0
HMR_0512,1,1,1,1,1,1,1,1,1,0
HMR_0513,1,1,1,1,1,1,1,1,1,0
HMR_0514,1,1,1,1,1,1,1,1,1,0
HMR_0515,1,1,1,1,1,1,1,1,1,0
HMR_0516,1,1,1,1,1,1,1,1,1,0
HMR_0517,1,1,1,1,1,1,1,1,1,0
HMR_0518,1,1,1,1,1,1,1,1,1,0
HMR_0519,1,1,1,1,1,1,1,1,1,0
HMR_0520,1,1,1,1,1,1,1,1,1,0
HMR_0521,1,1,1,1,1,1,1,1,1,0
HMR_0522,1,1,1,1,1,1,1,1,1,0
HMR_0523,1,1,1,1,1,1,1,1,1,0
HMR_0524,1,1,1,1,1,1,1,1,1,0
HMR_0525,1,1,1,1,1,1,1,1,1,0
HMR_0526,1,1,1,1,1,1,1,1,1,0
HMR_0527,1,1,1,1,1,1,1,1,1,0
HMR_0528,1,1,1,1,1,1,1,1,1,0
HMR_0529,1,1,1,1,1,1,1,1,1,0
HMR_0530,1,1,1,1,1,1,1,1,1,0
HMR_0531,1,1,1,1,1,1,1,1,1,0
HMR_0532,1,1,1,1,1,1,1,1,1,0
HMR_0533,1,1,1,1,1,1,1,1,1,0
HMR_0534,1,1,1,1,1,1,1,1,1,0
HMR_0535,1,1,1,1,1,1,1,1,1,0
HMR_0536,1,1,1,1,1,1,1,1,1,0
HMR_0537,1,1,1,1,1,1,1,1,1,0
HMR_0538,1,1,1,1,1,1,1,1,1,0
HMR_0539,1,1,1,1,1,1,1,1,1,0
HMR_0540,1,1,1,1,1,1,1,1,1,0
HMR_0541,1,0,1,1,1,1,1,1,1,0
HMR_0542,1,1,1,1,1,1,1,1,1,0
HMR_0543,1,1,1,1,1,1,1,1,1,0
HMR_0544,1,1,1,1,1,1,1,1,1,0
HMR_0553,1,0,1,1,1,1,0,1,1,1
HMR_0561,1,0,1,1,1,1,0,1,1,1
HMR_0578,1,1,1,1,1,1,1,1,1,1
HMR_0579,1,1,1,1,1,1,1,1,1,1
HMR_0580,1,1,1,1,1,1,1,1,1,1
HMR_0581,1,1,1,1,1,0,0,1,0,1
HMR_0582,0,0,0,0,1,0,0,0,0,1
HMR_0584,1,0,0,0,1,0,0,0,0,1
HMR_0586,0,0,0,0,1,0,0,0,0,1
HMR_0587,1,0,0,1,0,0,0,0,0,0
HMR_0588,1,1,1,1,1,1,1,1,1,1
HMR_0589,1,1,1,1,1,1,1,1,1,1
HMR_0590,1,1,1,1,1,1,1,1,1,1
HMR_0591,1,1,1,1,1,1,1,1,1,1
HMR_0592,1,1,1,1,1,1,1,1,1,1
HMR_0593,1,1,1,1,1,1,1,1,1,1
HMR_0594,1,0,1,1,1,1,0,1,1,1
HMR_0596,1,0,1,1,1,1,0,1,1,1
HMR_0597,1,1,1,1,1,1,1,1,1,1
HMR_0598,1,1,1,1,1,1,0,1,1,1
HMR_0599,1,0,1,1,1,1,0,1,1,1
HMR_0600,1,0,1,1,1,1,0,1,1,1
HMR_0601,1,0,1,1,1,1,0,1,1,1
HMR_0602,1,0,1,1,1,1,0,1,1,1
HMR_0604,1,0,1,0,1,1,0,1,0,1
HMR_0605,1,0,0,1,1,0,0,0,1,1
HMR_0607,1,1,1,0,1,1,1,1,1,1
HMR_0610,1,1,1,1,1,1,1,1,1,1
HMR_0614,1,1,0,1,0,1,0,0,0,1
HMR_0615,1,0,0,0,0,1,0,0,0,1
HMR_0623,1,1,1,1,1,1,1,1,1,1
HMR_0625,1,1,1,1,1,1,1,1,1,1
HMR_0627,1,1,1,1,1,1,1,1,1,0
HMR_0629,1,1,1,1,1,1,1,1,1,1
HMR_0630,0,1,1,1,1,0,1,1,1,1
HMR_0632,1,0,1,0,0,1,1,1,0,1
HMR_0633,1,1,1,1,1,1,1,1,1,1
HMR_0634,1,1,1,1,1,0,0,0,0,0
HMR_0635,1,1,0,1,1,1,0,0,0,0
HMR_0636,1,1,1,1,1,1,1,1,1,1
HMR_0638,1,1,1,1,1,1,1,1,1,1
HMR_0642,1,1,1,1,1,1,1,1,1,1
HMR_0643,1,1,1,1,1,1,1,1,1,1
HMR_0644,1,0,1,0,0,1,1,1,0,0
HMR_0645,1,1,1,1,1,1,1,1,1,1
HMR_0646,1,0,0,1,0,1,0,0,0,0
HMR_0647,0,0,1,0,1,0,1,1,1,0
HMR_0648,1,1,0,1,1,1,1,0,1,1
HMR_0651,1,1,0,1,0,1,0,0,0,1
HMR_0653,0,0,1,1,0,0,0,1,0,1
HMR_0654,0,0,1,1,0,0,0,1,0,1
HMR_0657,0,0,1,1,0,0,0,1,0,1
HMR_0660,1,1,1,1,1,1,1,1,1,1
HMR_0663,1,1,1,1,1,1,1,1,1,1
HMR_0665,1,0,0,1,1,0,0,0,1,1
HMR_0667,1,0,1,1,1,1,0,1,1,1
HMR_0668,1,1,1,1,1,1,1,1,1,1
HMR_0669,1,1,1,1,1,1,1,1,1,1
HMR_0670,1,1,1,1,1,1,0,1,1,1
HMR_0671,1,0,1,1,1,1,0,1,1,1
HMR_0672,1,0,1,1,1,1,0,1,1,1
HMR_0673,0,0,0,0,0,0,0,0,0,1
HMR_0674,0,1,0,0,0,0,1,0,0,1
HMR_0675,0,1,0,0,0,0,0,0,0,1
HMR_0676,0,0,0,0,0,0,0,0,0,1
HMR_0677,0,1,0,0,0,0,1,0,0,1
HMR_0678,0,0,0,0,0,0,0,0,0,1
HMR_0679,0,0,1,0,1,0,0,1,0,1
HMR_0680,0,1,1,0,1,0,0,1,0,1
HMR_0681,0,1,1,0,1,0,0,1,0,1
HMR_0682,0,0,1,0,1,0,0,1,0,1
HMR_0683,0,1,1,1,1,0,1,1,1,1
HMR_0684,0,0,1,0,1,0,0,1,0,1
HMR_0709,1,1,1,1,1,1,1,1,1,1
HMR_0710,1,1,1,1,1,1,0,1,1,0
HMR_0712,1,1,1,1,1,1,0,1,1,0
HMR_0713,1,1,1,1,1,1,1,1,1,1
HMR_0730,1,1,1,1,1,1,1,1,1,1
HMR_0734,1,0,1,1,1,1,0,1,1,1
HMR_0736,1,1,1,1,1,0,0,0,0,0
HMR_0738,1,1,1,1,1,0,0,0,0,1
HMR_0741,1,1,1,1,1,0,0,0,0,1
HMR_0744,1,0,0,0,1,1,0,0,0,0
HMR_0746,1,0,1,1,1,1,0,1,1,0
HMR_0750,1,1,1,1,1,1,1,1,1,1
HMR_0753,1,1,1,1,1,1,0,1,1,1
HMR_0754,1,1,1,1,1,0,1,1,1,1
HMR_0758,1,1,1,1,1,1,1,1,1,1
HMR_0760,0,0,1,1,1,0,0,0,0,1
HMR_0761,0,0,0,0,1,0,0,0,1,1
HMR_0762,0,1,1,1,1,1,1,1,0,0
HMR_0765,1,1,1,1,1,1,1,1,1,1
HMR_0766,1,1,1,1,0,1,0,1,1,0
HMR_0767,0,0,1,1,1,0,0,0,1,1
HMR_0768,1,1,1,0,0,1,1,1,0,0
HMR_0769,0,1,1,1,0,0,1,1,0,0
HMR_0770,1,0,0,0,1,1,0,0,0,1
HMR_0771,0,0,1,0,0,0,0,0,0,0
HMR_0773,1,0,0,0,1,1,0,0,0,0
HMR_0775,1,0,1,1,1,1,0,1,1,0
HMR_0782,0,0,1,1,0,0,0,1,1,0
HMR_0783,0,0,1,1,1,0,0,1,1,0
HMR_0787,0,0,1,1,0,0,0,1,0,0
HMR_0791,0,1,1,1,1,0,1,1,0,0
HMR_0793,0,0,0,0,0,0,0,0,0,1
HMR_0795,1,1,1,1,1,1,1,0,0,0
HMR_0796,1,1,0,1,1,1,1,0,0,0
HMR_0797,1,1,1,1,1,1,1,1,1,0
HMR_0801,1,0,0,0,1,1,0,0,0,1
HMR_0803,0,1,1,1,1,0,1,1,1,1
HMR_0804,1,1,1,1,1,1,1,1,1,1
HMR_0807,1,1,1,1,1,1,1,1,1,1
HMR_0808,1,1,1,1,1,1,1,1,1,1
HMR_0815,1,0,1,1,1,1,0,1,1,1
HMR_0821,1,0,1,1,1,1,0,1,1,1
HMR_0824,0,0,1,0,0,0,0,1,0,0
HMR_0827,0,0,1,1,1,0,0,1,0,0
HMR_0828,1,0,1,1,1,1,0,1,1,1
HMR_0829,0,0,0,0,0,0,0,0,1,0
HMR_0835,1,0,1,1,1,1,0,1,1,1
HMR_0836,1,0,1,1,1,1,0,1,1,1
HMR_0837,0,0,0,0,0,0,0,0,1,0
HMR_0842,0,0,1,0,0,0,0,0,0,0
HMR_0843,0,0,1,0,0,0,0,0,0,0
HMR_0844,0,0,0,0,0,0,0,0,1,0
HMR_0849,1,0,1,0,0,1,0,1,1,1
HMR_0852,0,0,0,0,0,0,0,0,1,0
HMR_0859,1,0,1,1,0,1,0,1,1,1
HMR_0873,0,0,0,0,0,1,0,0,0,0
HMR_0875,1,0,1,1,0,1,0,1,1,1
HMR_0876,0,0,0,0,0,0,0,0,0,1
HMR_0889,1,0,1,1,0,1,0,1,1,1
HMR_0890,1,0,1,1,0,1,0,1,1,1
HMR_0891,0,0,0,1,0,0,0,0,1,0
HMR_0892,0,0,0,1,0,0,0,0,1,0
HMR_0910,0,0,0,0,0,0,0,0,0,1
HMR_0911,0,0,0,0,0,1,0,0,0,0
HMR_0918,1,1,1,1,1,1,0,1,1,1
HMR_0919,1,0,0,0,0,1,0,0,1,1
HMR_0924,1,1,1,1,1,1,1,1,1,1
HMR_0925,1,1,1,1,1,1,0,1,1,1
HMR_0926,1,1,1,1,1,1,1,1,1,1
HMR_0931,1,0,1,0,1,1,0,1,1,1
HMR_0932,1,0,1,0,1,1,0,1,1,1
HMR_0933,1,0,1,0,1,1,0,1,1,1
HMR_0934,1,0,1,0,1,1,0,1,1,1
HMR_0935,1,0,1,0,1,1,0,1,1,1
HMR_0936,1,0,1,0,1,1,0,1,1,1
HMR_0937,1,0,1,0,1,1,0,1,1,1
HMR_0938,1,0,1,0,1,1,0,1,1,1
HMR_0939,1,0,1,0,1,1,0,1,1,1
HMR_0940,1,0,1,0,1,1,0,1,1,1
HMR_0942,1,0,1,0,1,1,0,1,1,1
HMR_0943,1,0,1,0,1,1,0,1,1,1
HMR_0944,1,0,1,0,1,1,0,1,1,1
HMR_0945,1,0,1,0,1,1,0,1,1,1
HMR_0946,1,0,1,0,1,1,0,1,1,1
HMR_0947,1,0,1,0,1,1,0,1,1,1
HMR_0948,1,0,1,0,1,1,0,1,1,1
HMR_0949,1,0,1,0,1,1,0,1,1,1
HMR_0950,1,0,1,0,1,1,0,1,1,1
HMR_0951,1,0,1,0,1,1,0,1,1,1
HMR_0953,1,0,1,1,1,1,1,1,1,1
HMR_0954,1,0,1,0,1,1,0,1,1,1
HMR_0955,1,0,1,0,1,1,0,1,1,1
HMR_0956,1,0,1,0,1,1,0,1,1,1
HMR_0957,1,0,1,1,1,1,1,1,1,1
HMR_0958,0,0,0,0,1,0,0,0,0,1
HMR_0959,1,1,1,1,0,1,1,1,1,1
HMR_0960,1,1,1,1,1,1,1,1,1,1
HMR_0962,1,1,1,1,1,1,1,1,1,1
HMR_0963,1,1,1,1,1,1,1,1,1,1
HMR_0964,1,1,1,1,0,1,1,1,1,0
HMR_0973,1,1,1,1,1,1,1,1,1,0
HMR_0980,1,1,1,1,1,1,1,1,1,0
HMR_0983,1,0,0,0,0,1,0,0,0,0
HMR_0986,1,0,0,0,0,1,0,0,0,0
HMR_0987,1,0,0,0,0,1,0,0,0,0
HMR_0991,1,0,1,0,1,1,0,1,1,1
HMR_0992,1,0,1,0,1,1,0,1,1,1
HMR_0993,1,0,1,0,1,1,0,1,1,1
HMR_0994,1,0,1,0,1,1,0,1,1,1
HMR_0995,0,0,0,0,1,0,0,1,1,1
HMR_0996,0,0,0,0,1,0,0,1,1,1
HMR_0997,0,0,0,0,1,0,0,1,1,1
HMR_1002,1,0,1,1,1,1,1,1,1,1
HMR_10023,1,1,1,1,1,0,0,0,0,0
HMR_10024,1,1,1,1,1,1,1,1,1,1
HMR_10025,0,0,0,0,1,0,0,0,0,1
HMR_10026,0,0,1,0,0,0,0,1,0,0
HMR_10027,1,1,1,1,0,1,0,1,1,0
HMR_1003,1,0,1,1,1,1,1,1,1,1
HMR_10033,1,0,1,0,1,0,1,0,0,1
HMR_10035,1,0,0,0,0,0,0,0,0,1
HMR_10036,1,1,1,1,1,1,1,1,1,1
HMR_10037,1,1,1,1,0,1,1,1,1,1
HMR_10038,1,1,1,1,1,1,1,1,1,1
HMR_1004,1,0,1,1,1,1,1,1,1,1
HMR_10040,1,1,1,1,1,0,1,1,1,1
HMR_10049,1,1,1,1,1,0,0,0,0,1
HMR_10053,0,0,1,0,0,0,0,1,0,1
HMR_1006,1,0,1,1,1,1,1,1,1,1
HMR_10061,1,1,1,1,1,0,1,1,1,1
HMR_10062,1,1,1,1,1,0,0,0,0,0
HMR_10063,1,1,1,1,1,0,0,0,0,0
HMR_10064,1,1,1,1,1,0,0,0,0,0
HMR_10065,1,1,1,1,1,0,0,0,0,0
HMR_10066,1,0,1,0,1,1,0,1,0,1
HMR_1007,1,0,1,1,1,1,1,1,1,1
HMR_10077,0,0,1,0,0,0,0,1,0,1
HMR_1008,1,0,1,1,1,1,1,1,1,1
HMR_10081,0,0,1,0,0,0,0,1,0,1
HMR_10082,0,0,1,0,0,0,0,1,0,1
HMR_10083,0,0,1,0,0,0,0,1,0,1
HMR_10084,0,0,1,0,0,0,0,1,0,1
HMR_10085,0,0,1,0,0,0,0,1,0,1
HMR_10086,0,0,1,0,0,0,0,1,0,1
HMR_10087,0,0,1,0,0,0,0,1,0,1
HMR_10088,0,0,1,0,0,0,0,1,0,1
HMR_10091,0,0,1,0,0,0,0,1,0,1
HMR_10097,0,0,1,0,0,0,0,1,0,1
HMR_10099,0,0,1,0,0,0,0,1,0,1
HMR_10100,0,0,1,0,0,0,0,1,0,1
HMR_10101,0,0,1,0,0,0,0,1,0,1
HMR_10102,0,0,1,0,0,0,0,1,0,1
HMR_10103,0,0,1,0,0,0,0,1,0,1
HMR_10105,0,0,1,0,0,0,0,1,0,1
HMR_10107,0,0,1,0,0,0,0,1,0,1
HMR_10108,0,0,1,0,0,0,0,1,0,1
HMR_10109,0,0,1,0,0,0,0,1,0,1
HMR_10110,0,0,1,0,0,0,0,1,0,1
HMR_10111,0,0,1,0,0,0,0,1,0,1
HMR_10113,0,0,1,0,0,0,0,1,0,1
HMR_10114,0,0,1,0,0,0,0,1,0,1
HMR_10117,0,0,1,0,0,0,0,1,0,1
HMR_10118,0,0,1,0,0,0,0,1,0,1
HMR_10119,0,0,1,0,0,0,0,1,0,1
HMR_10120,0,0,1,0,0,0,0,1,0,1
HMR_10121,0,0,1,0,0,0,0,1,0,1
HMR_10123,0,0,1,0,0,0,0,1,0,1
HMR_10124,0,0,1,0,0,0,0,1,0,1
HMR_10125,0,0,1,0,0,0,0,1,0,1
HMR_10126,0,0,1,0,0,0,0,1,0,1
HMR_10128,0,0,1,0,0,0,0,1,0,1
HMR_10130,0,0,1,0,0,0,0,1,0,1
HMR_10131,0,0,1,0,0,0,0,1,0,1
HMR_10132,0,0,1,0,0,0,0,1,0,1
HMR_1020,1,0,1,1,1,1,1,1,1,1
HMR_1021,1,0,1,1,1,1,1,1,1,1
HMR_1022,1,0,1,1,1,1,1,1,1,1
HMR_1023,1,0,1,1,1,1,1,1,1,1
HMR_1025,1,0,1,1,1,1,1,1,1,1
HMR_1026,1,0,1,1,1,1,1,1,1,1
HMR_1027,1,0,1,1,1,1,1,1,1,1
HMR_1028,1,0,1,1,1,1,1,1,1,1
HMR_1043,1,1,1,1,1,1,1,1,1,1
HMR_1045,1,1,1,1,1,1,1,1,1,1
HMR_1048,1,1,1,1,1,1,1,1,1,1
HMR_1049,1,1,1,1,1,1,1,1,1,1
HMR_1050,1,1,1,1,1,1,1,1,1,1
HMR_1054,1,1,1,1,1,1,1,1,1,1
HMR_1055,1,0,1,1,1,1,1,1,1,1
HMR_1057,1,0,1,1,1,1,1,1,1,1
HMR_1058,1,0,1,1,1,1,1,1,1,1
HMR_1065,1,1,1,1,1,1,1,1,1,1
HMR_1066,1,1,1,1,1,1,1,1,1,1
HMR_1067,1,1,1,1,1,1,1,1,1,1
HMR_1068,1,1,1,1,1,1,1,1,1,1
HMR_1069,1,1,1,1,1,1,1,1,1,1
HMR_1070,1,1,1,1,1,1,1,1,1,1
HMR_1074,1,1,1,1,0,1,1,1,1,1
HMR_1080,1,1,1,1,1,1,1,1,1,1
HMR_1084,0,0,1,1,0,0,0,1,1,0
HMR_1088,1,1,1,1,1,1,1,1,1,1
HMR_1091,1,1,1,1,1,1,1,1,1,1
HMR_1097,0,0,1,0,0,0,0,1,0,1
HMR_1098,1,1,1,1,1,1,1,1,1,1
HMR_1099,0,0,1,0,0,0,0,1,0,1
HMR_1100,1,1,1,1,1,1,1,1,1,0
HMR_1101,1,1,1,1,0,1,1,1,1,0
HMR_1102,1,1,1,1,0,1,1,1,1,0
HMR_1103,1,0,1,1,0,1,0,1,1,0
HMR_1104,1,1,1,1,1,1,1,1,1,0
HMR_1105,1,1,1,1,1,1,1,1,1,0
HMR_1106,1,1,1,1,1,1,1,1,1,0
HMR_1116,1,1,1,1,1,1,1,1,1,0
HMR_1117,1,1,1,1,1,1,1,1,1,0
HMR_1119,1,1,1,1,1,1,1,1,1,1
HMR_1120,1,1,1,1,1,1,1,1,1,1
HMR_1121,1,1,1,1,1,1,1,1,1,1
HMR_1122,1,1,1,1,1,1,1,1,1,1
HMR_1123,1,1,1,1,1,1,1,1,1,0
HMR_1124,1,1,1,1,1,1,1,1,1,0
HMR_1125,1,1,1,1,1,1,1,1,1,0
HMR_1129,1,1,1,1,1,1,1,1,1,0
HMR_1130,1,1,1,1,1,1,1,1,1,0
HMR_1131,1,1,1,1,1,1,1,1,1,0
HMR_1132,1,1,1,1,1,1,1,1,1,1
HMR_1133,1,1,1,1,1,1,1,1,1,1
HMR_1134,1,1,1,1,1,1,1,1,1,1
HMR_1146,1,1,1,1,1,1,1,1,1,0
HMR_1147,1,1,1,1,1,1,1,1,1,0
HMR_1148,1,1,1,1,1,1,1,1,1,0
HMR_1149,1,0,1,0,1,1,0,1,1,1
HMR_1150,1,0,1,0,1,1,0,1,1,1
HMR_1151,1,0,1,0,1,1,0,1,1,1
HMR_1152,1,0,1,0,1,1,0,1,1,1
HMR_1153,1,0,1,0,1,1,0,1,1,1
HMR_1154,1,0,1,0,1,1,0,1,1,1
HMR_1155,1,0,1,0,1,1,0,1,1,1
HMR_1156,1,0,1,0,1,1,0,1,1,1
HMR_1157,1,1,1,1,1,1,1,1,1,1
HMR_1158,1,1,1,1,1,1,1,1,1,1
HMR_1159,1,1,1,1,1,1,1,1,1,1
HMR_1160,1,1,1,1,1,1,1,1,1,1
HMR_1181,1,0,1,1,1,1,0,1,1,1
HMR_1190,1,1,1,1,1,1,1,1,1,0
HMR_1191,1,1,1,1,1,1,1,1,1,0
HMR_1192,1,1,1,1,1,1,1,1,1,0
HMR_1193,1,0,1,0,1,1,0,1,1,1
HMR_1194,1,0,1,0,1,1,0,1,1,1
HMR_1195,1,0,1,0,1,1,0,1,1,1
HMR_1196,1,0,1,0,1,1,0,1,1,1
HMR_1200,1,1,1,1,1,1,1,1,1,1
HMR_1201,1,1,1,1,1,1,1,1,1,1
HMR_1202,1,1,1,1,1,1,1,1,1,1
HMR_1203,1,1,1,1,1,1,1,1,1,1
HMR_1220,0,1,0,1,0,1,1,0,0,0
HMR_1221,0,1,1,1,1,0,0,1,1,0
HMR_1222,1,0,1,1,1,1,0,1,1,1
HMR_1228,1,1,1,1,1,1,1,1,1,0
HMR_1229,1,1,1,1,0,1,1,1,1,0
HMR_1230,1,1,1,1,0,1,1,1,1,0
HMR_1231,1,1,1,1,1,1,1,1,1,0
HMR_1232,1,1,1,1,1,1,1,1,1,0
HMR_1233,1,1,1,1,1,1,1,1,1,0
HMR_1234,0,0,1,0,0,0,0,0,0,0
HMR_1236,0,0,1,1,0,0,0,1,0,0
HMR_1238,0,0,1,1,0,0,0,1,0,0
HMR_1241,0,0,1,1,0,0,0,1,0,0
HMR_1242,0,0,1,1,0,0,0,1,0,0
HMR_1243,0,0,1,1,0,0,0,1,0,0
HMR_1244,0,0,1,1,0,0,0,1,0,0
HMR_1245,0,0,1,1,0,0,0,1,0,0
HMR_1246,0,0,1,1,0,0,0,1,0,0
HMR_1248,1,1,1,1,1,1,1,1,1,1
